ligand_pose	gauss1	gauss2	repulsion	hydrophobic	non_dir_h_bond	num_tors_div
ligand_pose_1013	-1.0699	-3.5852	3.8635	-0.3475	-0.0	0.0
ligand_pose_1014	-0.9364	-3.5954	1.3849	-0.504	-0.0	0.0
ligand_pose_1015	-0.9089	-3.5677	0.6768	-0.3736	-0.0	0.0
ligand_pose_1016	-0.9329	-3.5816	3.3089	-0.312	-0.0	0.0
ligand_pose_1017	-0.9044	-3.6658	3.2176	-0.3209	-0.0	0.0
ligand_pose_1018	-0.9105	-3.6601	3.2176	-0.3209	-0.0	0.0
ligand_pose_1019	-1.023	-3.6468	0.8211	-0.3646	-0.0	0.0
ligand_pose_1020	-1.0643	-3.5735	1.0311	-0.3837	-0.0	0.0
ligand_pose_1021	-1.0237	-3.6463	0.8309	-0.3646	-0.0	0.0
ligand_pose_1022	-1.0165	-3.5439	0.6777	-0.3853	-0.0	0.0
ligand_pose_1023	-0.9187	-3.6206	0.6672	-0.3681	-0.0	0.0
ligand_pose_1024	-0.8782	-3.5821	0.6782	-0.3746	-0.0	0.0
